"_id_transferencias","class","data. 
co2","data. 
humidity","data. 
room_temp","data. 
surf_temp","hub","node","time"
"6360f66b3736f2c2b990c934","4405","","37.70","21.60","19.73","000FF001","65795","2022-11-01T11:35:23.785658"
"6360f6873736f2c2b990c935","4405","","40.50","21.50","19.17","000FF001","131332","2022-11-01T11:35:51.790061"
"6360f68b3736f2c2b990c936","4405","","43.00","21.80","19.63","000FF001","131334","2022-11-01T11:35:55.254143"
"6360f6d23736f2c2b990c937","4405","","13.80","21.70","19.47","000FF001","131333","2022-11-01T11:37:06.889794"
"6360f6fa3736f2c2b990c938","4405","","47.40","20.80","17.79","000FF001","65793","2022-11-01T11:37:46.877567"
"6360f7483736f2c2b990c939","4405","","44.80","20.90","19.33","000FF001","65794","2022-11-01T11:39:04.745452"
"6360f7833736f2c2b990c93a","4405","457","38.14","25.35","","000FF001","65799","2022-11-01T11:40:03.497982"
"6360f79b3736f2c2b990c93b","4405","","37.80","21.90","19.77","000FF001","65795","2022-11-01T11:40:27.637261"
"6360f7b73736f2c2b990c93c","4405","","40.60","21.50","19.09","000FF001","131332","2022-11-01T11:40:55.634907"
"6360f7bb3736f2c2b990c93d","4405","","42.90","21.70","19.61","000FF001","131334","2022-11-01T11:40:59.296400"
"6360f8013736f2c2b990c93e","4405","","13.70","21.70","19.55","000FF001","131333","2022-11-01T11:42:09.052626"
"6360f82a3736f2c2b990c93f","4405","","47.70","21.00","17.93","000FF001","65793","2022-11-01T11:42:50.941583"
"6360f8763736f2c2b990c940","4405","","44.70","20.90","19.29","000FF001","65794","2022-11-01T11:44:06.825952"
"6360f8cb3736f2c2b990c941","4405","","37.80","21.90","19.83","000FF001","65795","2022-11-01T11:45:31.488450"
"6360f8d43736f2c2b990c942","4405","459","38.02","25.39","","000FF001","65799","2022-11-01T11:45:40.288727"
"6360f8e73736f2c2b990c943","4405","","40.50","21.50","19.09","000FF001","131332","2022-11-01T11:45:59.480572"
"6360f8eb3736f2c2b990c944","4405","","42.80","21.70","19.63","000FF001","131334","2022-11-01T11:46:03.341567"
"6360f92f3736f2c2b990c945","4405","","13.70","21.80","19.47","000FF001","131333","2022-11-01T11:47:11.214286"
"6360f95b3736f2c2b990c946","4405","","47.40","21.20","17.85","000FF001","65793","2022-11-01T11:47:55.012559"
"6360f9a43736f2c2b990c947","4405","","44.70","21.00","19.35","000FF001","65794","2022-11-01T11:49:08.906348"
"6360f9fb3736f2c2b990c948","4405","","37.70","21.90","19.83","000FF001","65795","2022-11-01T11:50:35.338900"
"6360fa173736f2c2b990c949","4405","","40.50","21.50","19.09","000FF001","131332","2022-11-01T11:51:03.324237"
"6360fa1b3736f2c2b990c94a","4405","","42.90","21.80","19.57","000FF001","131334","2022-11-01T11:51:07.383869"
"6360fa243736f2c2b990c94b","4405","460","38.08","25.39","","000FF001","65799","2022-11-01T11:51:16.945096"
"6360fa5d3736f2c2b990c94c","4405","","13.70","21.80","19.45","000FF001","131333","2022-11-01T11:52:13.374549"
"6360fa8b3736f2c2b990c94d","4405","","46.60","21.40","17.93","000FF001","65793","2022-11-01T11:52:59.070986"
"6360fad23736f2c2b990c94e","4405","","44.70","21.00","19.29","000FF001","65794","2022-11-01T11:54:10.989733"
"6360fb2b3736f2c2b990c94f","4405","","37.70","21.90","19.87","000FF001","65795","2022-11-01T11:55:39.191032"
"6360fb473736f2c2b990c950","4405","","40.50","21.40","19.13","000FF001","131332","2022-11-01T11:56:07.168727"
"6360fb4b3736f2c2b990c951","4405","","42.80","21.70","19.61","000FF001","131334","2022-11-01T11:56:11.427586"
"6360fb753736f2c2b990c952","4405","459","38.14","25.35","","000FF001","65799","2022-11-01T11:56:53.629268"
"6360fb8b3736f2c2b990c953","4405","","13.70","21.70","19.45","000FF001","131333","2022-11-01T11:57:15.536001"
"6360fbbb3736f2c2b990c954","4405","","46.60","21.30","17.93","000FF001","65793","2022-11-01T11:58:03.141808"
"6360fc013736f2c2b990c955","4405","","44.70","21.00","19.29","000FF001","65794","2022-11-01T11:59:13.071261"
"6360fc5b3736f2c2b990c956","4405","","37.60","21.90","19.87","000FF001","65795","2022-11-01T12:00:43.042656"
"6360fc773736f2c2b990c957","4405","","40.40","21.40","19.17","000FF001","131332","2022-11-01T12:01:11.015198"
